"adress","rating","nbreviews"
"261 rue du Faubourg Saint Antoine, 75011 Paris, France","4","314"
"10 Place des Petits Peres, 75002 Paris, France","3.5","138"
"8 rue Lord Byron, 75008 Paris, France","3.5","181"
"6 B rue du 4 Septembre, 75002 Paris, France","4","930"
"3 rue Washington, 75008 Paris, France","3.5","431"
"101, Rue des Couronnes, 75020 Paris, France","4.5","393"
"6 rue Saint Bon, 75004 Paris, France","4.5","920"
"51 Rue des Martyrs 75009 Paris, 75009 Paris, France","3.5","280"
"13 rue Keller, 75011 Paris, France","4","93"
"14 rue de la Villette, 75019 Paris, France","4.5","334"
"9 rue Sedaine | 11th District, 75011 Paris, France","4","531"
"4 rue du Roi de Sicile, 75004 Paris, France","4.5","555"
"31 rue Coquilliere, 75001 Paris, France","4.5","998"
"4 rue Auguste Vacquerie, 75116 Paris, France","4.5","246"
"13 rue Clement Marot, 75008 Paris, France","4.5","42"
"47 rue Washington, 75008 Paris, France","4","78"
"10 rue Chabanais, 75002 Paris, France","3.5","72"
"23 rue Poncelet, 75017 Paris, France","4","179"
"24 rue de Sevres, 75007 Paris, France","3","105"
"11 rue Danielle Casanova | Ouver, 75001 Paris, France","4.5","329"
"44 rue d'Assas | 44, Rue d'Assas, 75006 Paris, France","4.5","563"
"13 boulevard du Temple, 75003 Paris, France","4","544"
"6 rue Gambey, 75011 Paris, France","4.5","665"
"24 avenue de Tourville | Metro poissonnière, 75007 Paris, France","4.5","234"
"47 Passage des Panoramas, 75002 Paris, France","4.5","432"
"33 rue de la Verrerie, 75004 Paris, France","3.5","230"
"38 rue du Faubourg Saint Denis, 75010 Paris, France","4.5","307"
"12 rue des Acacias, 75017 Paris, France","4.5","169"
"8 avenue Dutuit | Champs-Elysees, 75008 Paris, France (Formerly Ledoyen)","4.5","840"
"8 avenue du Mahatma Gandhi, 75116 Paris, France","3.5","638"
"6 avenue de la Porte Molitor, 75016 Paris, France","4","618"
"85 rue Cardinet, 75017 Paris, France","4.5","179"
"211 avenue Jean Jaures, 75019 Paris, France","3","323"
"13 rue de Bourgogne, 75007 Paris, France","4","72"
"45 avenue de Friedland, 75008 Paris, France","4.5","443"
"25 rue Daguerre, 75014 Paris, France","3.5","36"
"17 avenue de Wagram, 75017 Paris, France","3.5","200"
"16 rue Leon Frot, 75011 Paris, France","4.5","407"
"24 rue Monge, 75005 Paris, France","4.5","148"
"26 rue Saint Andre des Arts, 75006 Paris, France","4.5","165"
"68 rue des Dames, 75017 Paris, France","4","291"
"52 rue du Faubourg Saint Denis, 75010 Paris, France","4.5","580"
"8 avenue de la Porte de Montreuil, 75020 Paris, France","4.5","371"
"25 rue Galande, 75005 Paris, France","3.5","150"
"43 rue de la chaussee D Antin, 75009 Paris, France","4","193"
"151 B rue Marcadet, 75018 Paris, France","4","165"
"10 rue des Lombards, 75004 Paris, France","4","14"
"3 rue du Temple, 75004 Paris, France","4","285"
"8 avenue Emile Zola, 75015 Paris, France","4.5","195"
"7 Place de Catalogne, 75014 Paris, France","4","85"
"47 rue de Rochechouart, 75009 Paris, France","4.5","77"
"Musee du louvre | Pyramide du Louvre, 75001 Paris, France","4","214"
"85 avenue Kleber, 75116 Paris, France","4","404"
"116 avenue Kleber, 75116 Paris, France","4","742"
"10 rue de Richelieu | 75001, 75001 Paris, France","4.5","540"
"47 avenue de Wagram | A 100 m de l'Arc de Triomphe, l'Etoile, 75017 Paris, France","4.5","1082"
"32 boulevard du Montparnasse | Angle rue du cherche midi, 75015 Paris, France","4","82"
"10 rue des Capucines, 75002 Paris, France","4.5","635"
"79 rue Daguerre, 75014 Paris, France","4.5","710"
"64 rue du Montparnasse, 75014 Paris, France","4","334"
"95 rue du Faubourg Saint Martin, 75010 Paris, France","4.5","59"
"51 rue du Faubourg Saint Denis, 75010 Paris, France","4.5","151"
"12 rue Pasquier, 75008 Paris, France (Formerly Max and Britany)","4.5","346"
"30 B rue de la Gaite, 75014 Paris, France","4.5","676"
"42 avenue Gabriel | Hôtel La Réserve, 75008 Paris, France","5","694"
"53 rue de Lancry, 75010 Paris, France","4","135"
"27 avenue Trudaine | Proche Metro Anvers, 75009 Paris, France","4","78"
"21 rue Saint Nicolas, 75012 Paris, France","4","198"
"3 rue du Roule, 75001 Paris, France","4","130"
"21 boulevard Pereire, 75017 Paris, France","4.5","145"
"40 Place du Marche Saint Honore, 75001 Paris, France","4","290"
"55 rue Montorgueil, 75002 Paris, France","4","338"
"61 rue de Chabrol, 75010 Paris, France","3.5","164"
"45 quai de Valmy, 75010 Paris, France","4","230"
"8 rue Audran, 75018 Paris, France","4.5","137"
"2 rue de la Fontaine au Roi, 75011 Paris, France","3.5","90"
"4 rue Choron, 75009 Paris, France","3","189"
"3 B rue Durantin, 75018 Paris, France","4.5","54"
"19 avenue Kleber | The Peninsula Paris, 75116 Paris, France","4","514"
"32 rue du Temple, 75004 Paris, France","3","39"
"90 rue Didot, 75014 Paris, France","4","61"
"129 boulevard du Montparnasse, 75006 Paris, France","4.5","494"
"133 rue du Faubourg Saint Antoine, 75011 Paris, France","4.5","2252"
"22 avenue Rapp, 75007 Paris, France","4.5","463"
"Boulevard Voltaire 253, 75011 Paris, France","4","112"
"7 rue des Ecoles, 75005 Paris, France","4.5","769"
"11 rue Jean Lantier | 24 Avenue Victoria, 75001 Paris, France","4.5","132"
"23 Rue Saint Didier, 75116 Paris, France","4.5","181"
"24 rue Monge, 75005 Paris, France","4.5","106"
"35 rue du Commandant Rene Mouchotte, 75014 Paris, France","3.5","183"
"54 rue des Lombards, 75001 Paris, France","4","40"
"7 rue d Aubervilliers, 75018 Paris, France","4","31"
"7 Place Franz Liszt | Metro Poissonniere, 75010 Paris, France","4","695"
"27 rue Galande, 75005 Paris, France","4.5","968"
"57 rue de Bretagne, 75003 Paris, France","4.5","209"
"9 rue Amelie, 75007 Paris, France","4.5","929"
"15 rue des Archives, 75004 Paris, France","4.5","455"
"62 rue Montorgueil, 75002 Paris, France","4","628"
"19 boulevard Bourdon, 75004 Paris, France","4.5","374"
"3 Place Nicephore Niepce, 95240 Cormeilles-en-Parisis, France","4","87"
"93 boulevard Beaumarchais, 75003 Paris, France","3.5","584"
"40 rue Rodier | 40 Rue Rodier, 75009, Parigi, Île-de-France, 75009 Paris, France","4.5","811"
"22 rue la Vieuville | Métro Abbesses, 75018 Paris, France","4.5","104"
"33 rue au Maire, 75003 Paris, France","4.5","154"
"Monnaie De Paris, 11 Quai De Conti, 75006 Paris, France","4.5","848"
"29 rue d Edimbourg, 75008 Paris, France","4","169"
"20 rue Saint Severin, 75005 Paris, France","4","296"
"Quai Brenly | Corner Of The Pont D'iena, 75007 Paris, France","4","39"
"42 rue Charlot, 75003 Paris, France","4","39"
"92 rue de Maubeuge, 75010 Paris, France","4.5","245"
"38 rue Saint Denis | Fontaine des Innocents, 75001 Paris, France","4","614"
"Paris-Charles De Gaulle | Terminal E2, 77990 Le Mesnil-Amelot, France","2.5","60"
"Boulevard Haussmann | Galeries Lafayette - fourth floor, 75009 Paris, France","3","24"
"119 rue Saint Lazare, 75008 Paris, France","3","54"
"35 boulevard de Magenta | Angle Boulevard de Magenta et Rue de Nancy, 75010 Paris, France","4.5","891"
"53 rue des Petits Champs, 75001 Paris, France","4","420"
"21 rue Auber, 75009 Paris, France","3","402"
"31 rue de Cotte, 75012 Paris, France","4.5","225"
"107 boulevard Richard Lenoir, 75011 Paris, France","4","1853"
"20 rue Severiano de Heredia | En face du 17 boulevard Pereire, 75017 Paris, France","4","89"
"1 boulevard Lannes, 75116 Paris, France","4","397"
"7 rue Jean Baptiste Pigalle, 75009 Paris, France","4.5","320"
"3 rue Sextius Michel, 75015 Paris, France","4","20"
"54 rue de Seine, 75006 Paris, France","4.5","445"
"54 rue de Saintonge, 75003 Paris, France","4.5","138"
"129 boulevard de Sebastopol, 75002 Paris, France","4","63"
"6 rue Mabillon, 75006 Paris, France","4.5","62"
"54 rue de Longchamp, 75116 Paris, France","4.5","454"
"129 rue de Grenelle | Musée de l'Armée, 75007 Paris, France","3","161"
"7 Place Blanche | 2 Rue de Bruxelles, 75009 Paris, France","4.5","1244"
"39 avenue de l Opera, 75002 Paris, France","4","151"
"4 rue du Mont Cenis, 75018 Paris, France","3","86"
"15 rue Ste Croix de la Bretonnerie, 75004 Paris, France","4","394"
"216 rue Saint Maur | Lula Lifestyle Shop, 75010 Paris, France (Formerly Cantine Bio)","4","71"
"5 Allee du Verger | Marriott Paris Cdg, 95700 Roissy-en-France, France","4","107"
"1 rue de l Arbalete, 75005 Paris, France","4.5","189"
"70 boulevard Saint Marcel | Metro 7 ou 5 Bus 91-27-47-83, 75005 Paris, France","4.5","99"
"56 avenue de la Bourdonnais, 75007 Paris, France","4.5","409"
"98 boulevard du Montparnasse, 75014 Paris, France","4.5","590"
"3 Rue Neuve Popincourt, 75011 Paris, France","4.5","116"
"6 rue du Faubourg Montmartre, 75009 Paris, France","4.5","91"
"8 rue de Wattignies, 75012 Paris, France","4.5","60"
"13 rue Joseph de Maistre, 75018 Paris, France","4","105"
"34 rue de la Montagne Ste Genevieve, 75005 Paris, France","4.5","437"
"36 boulevard des Italiens, 75009 Paris, France","4","112"
"397 rue de Vaugirard, 75015 Paris, France","4","907"
"10 Passage Rochebrune, 75011 Paris, France","4.5","40"
"rue du Faubourg Montmartre, 75009 Paris, France","4","925"
"30 boulevard des Italiens, 75009 Paris, France","4","1408"
"30 rue des Volontaires, 75015 Paris, France","4","263"
"57 rue de Rome, 75008 Paris, France","4.5","16"
"166 boulevard de Grenelle, 75015 Paris, France","4","77"
"6 rue Duphot | Hotel Le Burgundy, 75001 Paris, France","4","51"
"15 rue d Armaille, 75017 Paris, France","4.5","289"
"41 avenue de Segur, 75007 Paris, France","4.5","266"
"1 rue Saint Jacques, 75005 Paris, France","3.5","22"
"46 rue de Montmorency, 75003 Paris, France","4.5","245"
"66 rue de Londres, 62520 Le Touquet – Paris-Plage, France","4.5","736"
"10 rue Lagrange, 75005 Paris, France","4","115"
"10 rue Saint Julien le Pauvre, 75005 Paris, France","4.5","147"
"150 boulevard du Montparnasse, 75014 Paris, France","4.5","86"
"23 B avenue de la Motte Picquet, 75007 Paris, France","4.5","21"
"19 rue du Dragon, 75006 Paris, France","3.5","12"
"25 Place des Vosges, 75003 Paris, France","4","32"
"78 avenue de la Grande Armee, 75017 Paris, France","3.5","42"
"14 rue Daguerre, 75014 Paris, France","4","80"
"20 rue de Monttessuy, 75007 Paris, France","4.5","497"
"Marche Des Enfants Rouges, 75003 Paris, France","4.5","279"
"10 rue Breguet, 75011 Paris, France","4.5","132"
"22 boulevard de Clichy, 75018 Paris, France (Formerly Maison Pigalle)","4","1746"
"21 rue de Seine, 75006 Paris, France","4.5","70"
"10 rue Marie Stuart, 75002 Paris, France","4","241"
"16 rue la Fayette, 75009 Paris, France","4.5","388"
"4 rue du Mail, 75002 Paris, France","4.5","594"
"214 rue de Rivoli, 75001 Paris, France","4.5","680"
"31 avenue George V, 75008 Paris, France","4.5","668"
"51 boulevard Garibaldi, 75015 Paris, France","4.5","253"
"101 rue Oberkampf, 75011 Paris, France","4.5","228"
"17 rue Moliere, 75001 Paris, France","4","202"
"6 rue Edouard VII, 75009 Paris, France","4","770"
"62 rue Madame, 75006 Paris, France","4","85"
"25 rue de Vaugirard | Near Parc du Luxembourg, 75006 Paris, France","3.5","122"
"16 rue de la Verrerie, 75004 Paris, France","4","331"
"14 rue de Seze, 75009 Paris, France","4","42"
"46 rue de la Fontaine au Roi, 75011 Paris, France","4.5","489"
"7 B rue du Colonel Driant, 75001 Paris, France","4.5","739"
"5 rue de Clichy, 75009 Paris, France","4","147"
"3 rue Eugene Varlin, 75010 Paris, France","4","519"
"1 avenue de la Republique | Novotel Paris Est, 93177 Bagnolet, France","3","18"
"12 rue la Fayette, 75009 Paris, France","4.5","1015"
"5 rue du Colonel Driant, 75001 Paris, France","4.5","757"
"184 rue Saint Martin, 75003 Paris, France","4","388"
"7 rue Rambuteau, 75004 Paris, France","3.5","175"
"6 rue Geoffroy L Angevin, 75004 Paris, France","4.5","170"
"31 avenue Franklin Delano Roosevelt, 75008 Paris, France","4.5","279"
"71 rue de la Folie Mericourt, 75011 Paris, France","4.5","130"
"78 rue de Charonne, 75011 Paris, France","4.5","309"
"89 rue Saint Charles, 75015 Paris, France","4","280"
"4 rue de Beaujolais, 75001 Paris, France","3.5","40"
"153 rue de Grenelle | Metro: ligne 8 :La Tour Maubourg /École Militaire, 75007 Paris, France","4.5","65"
"36 rue de Paris, 77990 Le Mesnil-Amelot, France","4","319"
"6 Passage Brady, 75010 Paris, France","4","130"
"68 Rue Pierre Chaton, 75008 Paris, France","4","68"
"25 avenue du Maine, 75015 Paris, France","4.5","145"
"17 rue du Pont Louis Philippe | Le Marais, 75004 Paris, France","4.5","189"
"5 rue de Poissy, 75005 Paris, France","5","442"
"5 rue Humblot, 75015 Paris, France","4.5","76"
"95 rue de Richelieu, 75002 Paris, France","4.5","614"
"118 rue Amelot, 75011 Paris, France","4","281"
"2 Place D Italie | Ou 76 Avenue des Gobelins, 75013 Paris, France","3.5","277"
"1 B rue Jean Mermoz, 75008 Paris, France","4","130"
"41 avenue Mozart, 75016 Paris, France","4","261"
"15 rue Alibert, 75010 Paris, France","4.5","44"
"34 Place du Marche Saint Honore, 75001 Paris, France","3.5","150"
"1 rue du Mont Thabor, 75001 Paris, France","4.5","179"
"30 rue Notre Dame de Nazareth, 75003 Paris, France","4.5","334"
"31 avenue de la Bourdonnais, 75007 Paris, France","3.5","183"
"92 rue de la Reunion, 75020 Paris, France","4.5","492"
"60 rue du Cherche Midi, 75006 Paris, France","4","110"
"99 avenue des Ternes, 75017 Paris, France","4","231"
"6 rue Gassendi, 75014 Paris, France (Formerly Chez Papa Paris 14)","4","536"
"13 rue Jean Beausire, 75004 Paris, France","5","498"
"34 quai de la Marne, 75019 Paris, France","3.5","382"
"16 rue Dupetit Thouars, 75003 Paris, France","4.5","474"
"25 rue Mazarine, 75006 Paris, France","5","1326"
"15 avenue Montaigne, 75008 Paris, France","3.5","723"
"59 rue des Gravilliers | 75003 Paris, 75003 Paris, France","4.5","164"
"32 avenue de Paris, 94800 Villejuif, France","4","59"
"18 rue du Faubourg Poissonniere | Angle rue de l'Echiquier, 75010 Paris, France","4","240"
"2 rue de la Paix, 75002 Paris, France","4.5","41"
"61 rue du Faubourg Saint Martin, 75010 Paris, France","4.5","326"
"57 Passage des Panoramas, 75002 Paris, France","4.5","932"
"32 rue de Turenne, 75003 Paris, France","4.5","23"
"7 rue du General Blaise, 75011 Paris, France","3.5","65"
"53 rue des Petits Champs, 75001 Paris, France","3","61"
"5 rue des Petits Hotels, 75010 Paris, France","4.5","199"
"3 rue du Pre aux Clercs, 75007 Paris, France","4.5","139"
"16 rue des Halles, 75001 Paris, France","4","294"
"22 rue du Moulin des Pres, 75013 Paris, France","4.5","187"
"168 rue Montmartre, 75002 Paris, France","3.5","416"
"5 rue Saint Bernard, 75011 Paris, France","4.5","97"
"56 boulevard de Port Royal, 75005 Paris, France","5","1051"
"17 rue Bois le Vent, 75016 Paris, France","4","67"
"25 quai de la Tournelle, 75005 Paris, France","5","380"
"81 rue de Seine, 75006 Paris, France","4","732"
"2 rue Saint Mathieu | Eglise saint Bernard, 75018 Paris, France","4.5","26"
"41 rue la Fayette, 75009 Paris, France","4.5","8"
"14 rue Gregoire de Tours, 75006 Paris, France","4","373"
"3 rue Rougemont, 75009 Paris, France","4.5","460"
"42 avenue Gabriel, 75008 Paris, France","4.5","188"
"136 rue du Faubourg Poissonniere, 75010 Paris, France","4.5","211"
"108 rue Saint Lazare | Hotel Hilton Paris Opera, 75008 Paris, France","3","319"
"53 rue des Martyrs, 75009 Paris, France (Formerly La Petite bretonne)","4","258"
"29 rue Mazarine, 75006 Paris, France","4.5","1116"
"71 avenue de Choisy, 75013 Paris, France","3.5","329"
"13 rue Saint Sabin, 75011 Paris, France","4.5","225"
"30 rue Montorgueil, 75001 Paris, France","4.5","446"
"98 rue Marcadet | Angle rue Ramey, 75018 Paris, France","4.5","185"
"14 rue de Cadix, 75015 Paris, France","4.5","284"
"1 rue Saint Sulpice, 75006 Paris, France","4.5","108"
"10 rue Lamarck, 75018 Paris, France","4.5","569"
"29 rue de Cotte, 75012 Paris, France","4.5","330"
"127 rue Caulaincourt, 75018 Paris, France","4.5","19"
"51 rue du Theatre, 75015 Paris, France","4.5","161"
"12 Passage de la Canopee | Westfield Forum des Halles, 75001 Paris, France","3.5","1070"
"Championnet Road 195, 75018 Paris, France","4.5","164"
"29 rue Saint Placide, 75006 Paris, France","4","59"
"Paris Charles De Gaulle Airport | Terminal 1, Level 2 - CDGVAL, Public Area, 95700 Roissy-en-France, France","2.5","361"
"12 rue de la Ferronnerie | Place Marguerite de Navarre, 75001 Paris, France","4","411"
"94 boulevard de la Tour Maubourg | vue sur le Dôme des Invalides, 75007 Paris, France","4","132"
"74 avenue Kleber, 75116 Paris, France","4.5","334"
"16 rue Letort, 75018 Paris, France","4","82"
"61 rue de Bretagne, 75003 Paris, France","4","48"
"10 Allee du Verger | Novotel Paris Roissy CDG Convention Hotel, 95700 Roissy-en-France, France","3","101"
"6 rue du Faubourg Montmartre, 75009 Paris, France (Formerly Mersea Faubourg Montmartre)","4.5","573"
"107 rue de Rivoli | Musée des Arts Décoratifs, 75001 Paris, France","4","976"
"45 rue Montorgueil, 75002 Paris, France","4.5","121"
"5 rue Violet, 75015 Paris, France (Formerly Le Beaufou Perugia)","4.5","395"
"31 avenue George V | Four Seasons Hotel, 75008 Paris, France","5","330"
"6 rue Vivienne, 75002 Paris, France","4","1069"
"185 rue du Temple | Metro Temple ; Metro Republique, 75003 Paris, France","4.5","599"
"51 rue de Laborde, 75008 Paris, France","3.5","162"
"21 quai Saint Michel, 75005 Paris, France","4.5","598"
"22 boulevard Saint Germain, 75005 Paris, France","3.5","17"
"13 rue Rougemont | (Grand Rex, Grands Boulevards, Opéra), 75009 Paris, France","4.5","208"
"48 rue Monsieur le Prince, 75006 Paris, France","4.5","69"
"22 rue la Bruyere | 22 rue la Bruyère, 75009 Paris, France","5","436"
"24 rue la Vieuville, 75018 Paris, France","5","512"
"2 rue Germain Pilon, 75018 Paris, France","5","2395"
"6 rue de Maubeuge, 75009 Paris, France","4.5","143"
"17 rue des Ecouffes, 75004 Paris, France","4","82"
"65 rue de Prony, 75017 Paris, France","4","20"
"212 B boulevard Pereire | 212 bis boulevard Pereire, 75017 Paris, France","4.5","894"
"97 rue Rambuteau, 75001 Paris, France","3","152"
"133 rue de Sevres, 75006 Paris, France","4","83"
"2 rue de la Butte aux Cailles, 75013 Paris, France","4","27"
"52 rue de Clignancourt, 75018 Paris, France","3.5","17"
"74 rue Jean Jacques Rousseau, 75001 Paris, France","4","303"
"41 rue Notre Dame de Nazareth, 75003 Paris, France","4.5","178"
"42 Cour Saint Emilion, 75012 Paris, France","3","908"
"83 rue Daguerre, 75014 Paris, France (Formerly RawCakes)","4.5","93"
"11 quai de Montebello, 75005 Paris, France","4.5","268"
"217 avenue Daumesnil, 75012 Paris, France","4.5","481"
"18 rue de Fleurus | 37 Rue D'assas, 75006 Paris, France","4","224"
"76 rue du Faubourg Poissonniere, 75010 Paris, France","5","78"
"82 rue Halle, 75014 Paris, France","4.5","45"
"71 rue des Dames, 75017 Paris, France","4","1144"
"46 rue Balard, 75015 Paris, France","4.5","69"
"137 rue Montmartre, 75002 Paris, France","4.5","365"
"22 rue Surcouf, 75007 Paris, France","4.5","388"
"3 rue de la Michodiere, 75002 Paris, France","4.5","223"
"20 rue du Debarcadere, 75017 Paris, France","4.5","161"
"29 rue Bois le Vent, 75016 Paris, France","4","214"
"117 boulevard de Grenelle | Métro la motte picquet grenelle, 75015 Paris, France","4.5","433"
"11 rue Brochant, 75017 Paris, France","4.5","231"
"1 boulevard de Courcelles | 1 Boulevard de Courcelles, 75008 Paris, France","3.5","210"
"78 avenue de Villiers | 10m du métro Wagram / 500m du RER C Pereire, 75017 Paris, France","4.5","134"
"75011 Paris, France","5","239"
"81 rue d Alesia, 75014 Paris, France","4","239"
"2 Place Franz Liszt, 75010 Paris, France","4","102"
"41 rue de la Croix Nivert, 75015 Paris, France","4.5","127"
"30 rue Debelleyme, 75003 Paris, France","4","621"
"10 rue Saulnier, 75009 Paris, France","4.5","142"
"15 rue de la Sante, 75013 Paris, France","4.5","389"
"74 rue de la Folie Mericourt, 75011 Paris, France","4.5","469"
"83 rue du Faubourg Saint Martin, 75010 Paris, France","4.5","71"
"51 boulevard Pereire, 75017 Paris, France","4.5","10"
"9 rue Victor Cousin, 75005 Paris, France","4.5","7"
"7 rue Paul Baudry, 75008 Paris, France","4.5","125"
"67 Rue du Faubourg Montmartre, 75009 Paris, France","5","81"
"28 boulevard Haussmann, 75009 Paris, France","3.5","90"
"24 rue Feydeau, 75002 Paris, France","4.5","189"
"19 Place de la Madeleine, 75008 Paris, France","4","153"
"35 boulevard Haussmann, 75009 Paris, France","3.5","26"
"6 rue Bailleul, 75001 Paris, France","4","467"
"5 rue du Pot de Fer, 75005 Paris, France","4.5","176"
"38 avenue de Suffren, 75015 Paris, France","4","189"
"25 rue du Roi de Sicile, 75004 Paris, France","4","246"
"8 rue Aristide Bruant | 8 Rue Aristide Bruant, 75018 Paris, France","4.5","102"
"33 rue Veron, 75018 Paris, France","4","66"
"10 boulevard Poissonniere, 75009 Paris, France","4.5","353"
"121 boulevard Bessieres, 75008 Paris, France","4","6"
"22 avenue de Tourville, 75007 Paris, France","4.5","182"
"2 rue Casimir Delavigne, 75006 Paris, France","4.5","146"
"5 rue Damremont, 75018 Paris, France","4.5","558"
"70 rue Myrha | 70 Rue Myrha, 75018 Paris, France","4","86"
"10 Place Gambetta, 75020 Paris, France","3.5","35"
"58 rue Rambuteau, 75003 Paris, France","4.5","329"
"2 rue Francoeur, 75018 Paris, France","4","59"
"60 rue Quincampoix, 75004 Paris, France","4.5","277"
"24 rue Lucien Sampaix, 75010 Paris, France","4.5","310"
"58 rue la Fayette, 75009 Paris, France","4.5","69"
"38 rue Marx Dormoy, 75018 Paris, France","4","24"
"32 avenue Daumesnil, 75012 Paris, France","4.5","266"
"48 rue Saint Georges, 75009 Paris, France","4.5","425"
"9 rue Jean Pierre Timbaud, 75011 Paris, France","4","37"
"69 rue de Grenelle, 75007 Paris, France","4","122"
"5 rue de la Montagne Ste Genevieve, 75005 Paris, France","4.5","455"
"168 rue du Faubourg Saint Denis | Close to Gare du Nord Station, 75010 Paris, France","4","106"
"13 rue de la Roquette | Street Bastille, 75011 Paris, France","4","143"
"111 rue Reaumur, 75002 Paris, France","4","1879"
"5 Place de l Alma | 1 avenue georges V, 75008 Paris, France","4.5","295"
"29 rue de l Exposition, 75007 Paris, France","4.5","109"
"25 rue de Charonne, 75011 Paris, France","4.5","64"
"23 rue Frederic Sauton, 75005 Paris, France","5","599"
"19 rue Lauriston, 75116 Paris, France","4.5","180"
"14 rue Lobineau, 75006 Paris, France","4","120"
"46 rue Galande, 75005 Paris, France","4","34"
"132 boulevard Haussmann | La Villa Haussmann, 75008 Paris, France","3.5","16"
"252 rue du Faubourg Saint Honore | A l'etage de la Salle Pleyel, 75008 Paris, France","3.5","232"
"35 avenue des Champs Elysees, 75008 Paris, France","3.5","1116"
"22 rue Crespin du Gast, 75011 Paris, France","4","23"
"9 rue Cadet, 75009 Paris, France","4.5","238"
"153 quai de Valmy, 75010 Paris, France","4.5","213"
"63 rue Traversiere, 75012 Paris, France","4.5","179"
"11 boulevard de Bonne Nouvelle | Transports en commun Metro Bonne nouvelle M8 et M9 Sortie 5, 75002 Paris, France","4.5","385"
"128 boulevard de Clichy, 75018 Paris, France","4","76"
"8 avenue de la Grande Armee | Arc de Triomphe, 75017 Paris, France","4","144"
"15 rue Letort, 75018 Paris, France","5","435"
"15 rue Boissy d'Anglas, 75008 Paris, France (Formerly Stay)","4.5","134"
"23 rue de Lourmel, 75015 Paris, France","5","113"
"5 rue du Bac, 75007 Paris, France","4.5","387"
"1 rue de Provence, 75009 Paris, France","4.5","35"
"12 rue Mabillon, 75006 Paris, France","3.5","38"
"1 rue de Gribeauval, 75007 Paris, France","4.5","225"
"61 bis rue de Monceau, 75008 Paris, France","3.5","436"
"2 rue des Petits Champs, 75002 Paris, France","4","345"
"184 rue de Grenelle, 75007 Paris, France","5","39"
"45 rue des Petits Carreaux, 75002 Paris, France","4.5","90"
"106 rue de Turenne, 75003 Paris, France","4.5","43"
"44 rue Dalayrac, 75002 Paris, France","4.5","253"
"9 Rue de L_Ecole de Medecine, 75006 Paris, France","4.5","132"
"112 rue Saint Dominique, 75007 Paris, France","4","92"
"8 boulevard de l Hopital, 75005 Paris, France","4","16"
"42 rue Veron | Metro : Blanche Ou Abesses, 75018 Paris, France","4.5","249"
"18 boulevard Saint Germain, 75005 Paris, France","3.5","76"
"1 rue Berthollet, 75005 Paris, France","4.5","208"
"5 B rue la Vieuville, 75018 Paris, France","3.5","550"
"5 rue de Buci, 75006 Paris, France","3.5","538"
"5 rue Poulbot, 75018 Paris, France","4.5","401"
"1 rue Sidi Brahim, 75012 Paris, France","4.5","38"
"22 rue Jean Nicot, 75007 Paris, France","5","8"
"20bis Rue de Douai, 75009 Paris, France","4.5","2063"
"21 rue Duphot, 75001 Paris, France","3.5","103"
"72 rue du Cherche Midi, 75006 Paris, France","4.5","80"
"10 Place de la Concorde | Hotel de Crillon, 75008 Paris, France","5","109"
"10 Place de la Concorde | Hotel de Crillon, 75008 Paris, France","4","188"
"10 Place de la Concorde | Hotel de Crillon, A Rosewood Hotel, 75008 Paris, France","4","60"
"73 avenue Niel, 75017 Paris, France","4.5","118"
"205 rue du Faubourg Saint Honore | 27 Avenue Hoche, 75008 Paris, France","4","200"
"9 rue d Alger, 75001 Paris, France","4","441"
"9 rue Coquilliere, | Angle Rue Clémence Royer, Près de la Bourse de Commerce-Pinault Collection, Face au Jardin Nelson Mandela, 75001 Paris, France","4","292"
"14 rue du Moulin des Pres, 75013 Paris, France","5","24"
"3 rue Saint Augustin, 75002 Paris, France","4.5","282"
"48 avenue de France, 75013 Paris, France","4","18"
"26 boulevard Saint-Germain, 75005 Paris, France","4.5","241"
"36 avenue de Choisy, 75013 Paris, France","4.5","273"
"12 rue de Caumartin, 75009 Paris, France","4.5","628"
"14 rue Sauval, 75001 Paris, France","5","375"
"27 rue d Hauteville, 75010 Paris, France","4.5","358"
"1 Rue de l'Odeon, 75006 Paris, France (Formerly Breizh Café Odéon)","4","297"
"26 rue Beaubourg, 75003 Paris, France","4.5","38"
"47 rue Gay Lussac, 75005 Paris, France","5","1061"
"76 avenue du General Leclerc, 75014 Paris, France","2.5","26"
"70 rue de l ouest | Montparnasse-Gaîté-Pernety, 75014 Paris, France","4.5","411"
"14 rue de la Fidelite, 75010 Paris, France","4.5","189"
"13 avenue du President Wilson, 75116 Paris, France","3.5","290"
"6 rue Blainville, 75005 Paris, France","4.5","43"
"20 rue du Cirque, 75008 Paris, France","4.5","123"
"95 rue Saint Honore, 75001 Paris, France","4.5","418"
"78 rue Mazarine, 75006 Paris, France","4","67"
"3 rue Beccaria, 75012 Paris, France","4.5","114"
"27 rue de Sambre Et Meuse, 75010 Paris, France","5","586"
"3 rue de l Echelle, 75001 Paris, France","3.5","120"
"31 avenue de Versailles, 75016 Paris, France","4.5","116"
"33 rue de Longchamp | Champs eylees trocadero, 75116 Paris, France","5","1075"
"21 rue de Rochechouart, 75009 Paris, France","4.5","59"
"8 rue Casimir Delavigne, 75006 Paris, France","4.5","23"
"25 Place de la Bourse | Palais Brogniart, 75002 Paris, France","4","418"
"1 rue de Conde, 75006 Paris, France","3.5","135"
"18 rue Gregoire de Tours, 75006 Paris, France","4","101"
